task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
579	69/9530c3	b5523521-28b5-457f-9017-193e91c387a2	run_method (label_projection:logistic_regression_log_cpm-pancreas_batch:openproblems)	FAILED	137	2022-05-14 20:14:33.849	13m	12m 49s	-	-	-	-	-
591	62/e05c14	1252a884-b036-4fa9-bad4-8d90f0621b8a	run_method (label_projection:knn_classifier_scran-pancreas_random_label_noise:openproblems-r-base)	FAILED	137	2022-05-14 20:14:44.595	12m 49s	11m 40s	-	-	-	-	-
682	7b/04e449	54cc41ec-0a84-4441-b477-2a9c7b4ecec5	run_metric (dimensionality_reduction:qglobal-neuralee_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:25:43.860	2m	1m 26s	17.9%	297.8 MB	3.1 GB	50.3 MB	285.9 KB
694	e4/dcca4d	65a171c1-58e0-42df-9845-c6dc90192831	run_metric (label_projection:f1-knn_classifier_log_cpm-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:26:43.717	59.9s	28s	36.7%	1.9 GB	4.5 GB	1.6 GB	42.4 KB
606	75/82efdd	61aeb6a3-427e-4d8d-a79a-64da832c282e	run_metric (label_projection:f1_micro-knn_classifier_log_cpm-tabula_muris_senis_lung_random:openproblems)	FAILED	137	2022-05-14 20:15:14.155	12m 39s	9m 9s	-	-	-	-	-
683	85/c8641c	cfcb3b63-ade7-4078-8f4a-eef8cefd93f1	run_metric (dimensionality_reduction:qlocal-neuralee_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems)	COMPLETED	0	2022-05-14 20:25:43.938	2m 10s	1m 25s	20.5%	302.4 MB	3.1 GB	50.3 MB	285.9 KB
686	46/ab2349	31941fb6-6876-413b-918c-1a4f5392cd6e	run_metric (dimensionality_reduction:density_preservation-neuralee_logCPM_1kHVG-olsson_2016_mouse_blood:openproblems-python-extras)	COMPLETED	0	2022-05-14 20:25:43.989	2m 10s	1m 42s	87.4%	592.4 MB	11.9 GB	74.1 MB	2 MB
370	2f/55aa0d	9258e0db-14b3-42e3-98ef-9454daed73c2	run_metric (dimensionality_reduction:lcmc-phate_default-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:05:14.091	22m 49s	21m 25s	96.5%	1.4 GB	4.2 GB	254.3 MB	404.9 KB
599	3d/7dddd5	9d361d4c-7d22-4b72-81c0-b50a6ca728d6	run_method (label_projection:scanvi_hvg-pancreas_random_label_noise:openproblems-python-scvi)	FAILED	137	2022-05-14 20:14:44.987	13m 19s	10m 40s	-	-	-	-	-
608	fb/4c8780	2b18c592-5e58-42ac-82d2-e4f325ecb4a6	run_metric (label_projection:accuracy-knn_classifier_log_cpm-tabula_muris_senis_lung_random:openproblems)	FAILED	137	2022-05-14 20:15:14.126	12m 50s	9m 20s	-	-	-	-	-
597	c2/5df46f	c645a7a7-e577-42ef-93f5-00981d5090e6	run_method (label_projection:scanvi_all_genes-pancreas_random_label_noise:openproblems-python-scvi)	FAILED	137	2022-05-14 20:14:44.882	13m 29s	11m 20s	-	-	-	-	-
692	01/cefa70	1f3a3985-4847-44ff-9149-c720093751bf	run_method (label_projection:random_labels-pancreas_batch:openproblems)	COMPLETED	0	2022-05-14 20:25:44.226	2m 29s	56.7s	43.1%	3.7 GB	6.2 GB	3.5 GB	3.4 GB
371	46/77c942	1208a369-e2dc-44ee-9d08-0e8db312f21c	run_metric (dimensionality_reduction:continuity-phate_default-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:05:14.086	23m 9s	21m 43s	97.2%	1.4 GB	4.2 GB	254.3 MB	404.9 KB
565	60/974cb7	058d6764-73c0-4ba1-ae60-c07ebc60d681	run_method (label_projection:logistic_regression_scran-pancreas_random:openproblems-r-base)	FAILED	137	2022-05-14 20:13:54.073	14m 30s	14m 20s	-	-	-	-	-
570	d6/579a9b	50df15ba-eb7a-4186-8aea-c42c0972d76c	run_method (label_projection:random_labels-pancreas_random:openproblems)	FAILED	137	2022-05-14 20:13:54.399	14m 30s	14m 11s	-	-	-	-	-
592	aa/c52f82	bb69d9cd-e441-44d0-af4a-ef333552bd8d	run_method (label_projection:logistic_regression_log_cpm-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 20:14:44.590	13m 40s	13m 10s	-	-	-	-	-
666	28/8b09a8	c6a01e6d-f037-4b95-9ad4-5598182ff874	run_metric (dimensionality_reduction:density_preservation-neuralee_default-human_blood_nestorowa2016:openproblems-python-extras)	COMPLETED	0	2022-05-14 20:24:24.490	4m 9s	3m 28s	83.8%	1.6 GB	13.7 GB	710.5 MB	2 MB
681	9f/7effb3	19553fe9-c14d-4938-8394-bd8d7ffa9411	run_method (label_projection:majority_vote-pancreas_random_label_noise:openproblems)	COMPLETED	0	2022-05-14 20:25:34.627	3m 9s	1m 37s	25.5%	3.6 GB	6.2 GB	3.5 GB	3.4 GB
600	74/059957	fa6f145b-4f22-40fa-8004-4e12c074d913	run_method (label_projection:scarches_scanvi_all_genes-pancreas_random_label_noise:openproblems-python-scvi)	FAILED	137	2022-05-14 20:14:44.996	14m 9s	12m 29s	-	-	-	-	-
620	eb/f48b14	366f3b28-dc8e-4807-8c8b-db4ee47be28d	run_method (label_projection:knn_classifier_scran-tabula_muris_senis_lung_random:openproblems-r-base)	FAILED	137	2022-05-14 20:17:03.774	11m 50s	10m 20s	-	-	-	-	-
703	4e/0683db	f1ab50e7-8ed2-44e7-90ed-c3c4d04162ff	run_metric (label_projection:accuracy-knn_classifier_log_cpm-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:28:04.093	59.3s	25.3s	41.4%	245.1 MB	3 GB	1.6 GB	42.3 KB
697	09/8d259b	7e78f95b-d050-4683-898c-bc11dfb14519	run_metric (multimodal_data_integration:mse-mnn_log_cpm-scicar_mouse_kidney:openproblems)	COMPLETED	0	2022-05-14 20:27:14.337	1m 59s	1m 30s	9.6%	229.9 MB	3 GB	451.9 MB	42.4 KB
662	41/55146a	f9bb9c03-4667-4cfc-9e1d-3d86bf7810c6	run_metric (dimensionality_reduction:qglobal-neuralee_default-human_blood_nestorowa2016:openproblems)	COMPLETED	0	2022-05-14 20:24:24.420	4m 59s	3m 37s	24.1%	1.2 GB	3.8 GB	686.8 MB	285.9 KB
701	41/1ec6c6	2469b2d9-b81f-49a9-8c98-0ede18319d1e	run_metric (label_projection:f1_micro-knn_classifier_log_cpm-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:27:53.717	1m 30s	45.1s	22.6%	242 MB	3 GB	1.6 GB	42.3 KB
645	54/d1362a	1a4c35b8-82f5-4453-9ba8-ba2487bade93	run_method (label_projection:scanvi_hvg-pancreas_random:openproblems-python-scvi)	FAILED	137	2022-05-14 20:22:14.173	7m 20s	7m 9s	-	-	-	-	-
669	98/c943f1	502c2ecf-06b7-4108-a499-8e037114ba41	run_metric (dimensionality_reduction:lcmc-neuralee_default-human_blood_nestorowa2016:openproblems)	COMPLETED	0	2022-05-14 20:24:24.567	5m 9s	3m 37s	25.5%	1.2 GB	3.8 GB	686.8 MB	285.9 KB
664	79/89d922	c923342b-37c5-480c-9978-db430cc12c3d	run_metric (dimensionality_reduction:qnn_auc-neuralee_default-human_blood_nestorowa2016:openproblems)	COMPLETED	0	2022-05-14 20:24:24.424	5m 19s	3m 37s	24.6%	1.2 GB	3.8 GB	686.8 MB	285.9 KB
587	01/fb1d40	ba36cf70-e05c-47ec-bc5e-d6d1a7083f5f	run_method (label_projection:scarches_scanvi_all_genes-pancreas_batch:openproblems-python-scvi)	FAILED	137	2022-05-14 20:14:34.301	15m 19s	14m 39s	-	-	-	-	-
598	a3/6e8dfd	435864a2-cdca-4308-b1f4-f2bbfb2b7029	run_method (label_projection:random_labels-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 20:14:44.882	15m 9s	13m 29s	-	-	-	-	-
654	fb/07dc7d	6391ac09-013c-4bcf-a043-8058885fb884	run_metric (label_projection:f1_micro-logistic_regression_log_cpm-tabula_muris_senis_lung_random:openproblems)	FAILED	137	2022-05-14 20:23:33.950	6m 30s	6m 20s	-	-	-	-	-
572	75/b2a5e6	5ad0a3ba-8856-41a9-b54e-bd7dca812187	run_method (label_projection:scarches_scanvi_all_genes-pancreas_random:openproblems-python-scvi)	FAILED	137	2022-05-14 20:13:54.499	16m 19s	15m 30s	-	-	-	-	-
628	1d/aa02ee	b4256462-74cd-475d-83ad-ae8bb4bfbe69	run_method (label_projection:logistic_regression_scran-tabula_muris_senis_lung_random:openproblems-r-base)	FAILED	137	2022-05-14 20:18:03.996	12m 50s	11m 20s	-	-	-	-	-
580	2b/38b85a	4ff40314-b334-4b5a-8948-5e9c011bdf0b	run_method (label_projection:logistic_regression_scran-pancreas_batch:openproblems-r-base)	FAILED	137	2022-05-14 20:14:33.930	16m 40s	16m	-	-	-	-	-
660	8c/b3cfb7	7c203dfa-2e20-4aec-8637-f0b843e5e9b9	run_metric (label_projection:accuracy-mlp_log_cpm-tabula_muris_senis_lung_random:openproblems)	FAILED	137	2022-05-14 20:23:54.570	7m 19s	7m 10s	-	-	-	-	-
568	6b/146477	9b5a45f9-9228-4285-bcf2-f287d2202a5e	run_method (label_projection:mlp_scran-pancreas_random:openproblems-r-base)	FAILED	137	2022-05-14 20:13:54.319	17m 29s	17m 20s	-	-	-	-	-
584	d9/3a9668	c4ede505-7ef5-4fb1-8517-9a3d574d699c	run_method (label_projection:scanvi_all_genes-pancreas_batch:openproblems-python-scvi)	FAILED	137	2022-05-14 20:14:34.116	16m 50s	16m 10s	-	-	-	-	-
538	b2/de3bae	2a6d0444-3cbe-48b7-900f-db411ed3176a	run_method (multimodal_data_integration:harmonic_alignment_log_scran_pooling-scicar_mouse_kidney:openproblems-r-extras)	FAILED	137	2022-05-14 20:12:13.751	19m 20s	18m 30s	-	-	-	-	-
719	ad/94cb03	fca389c4-6e9f-44c0-8c45-70981fe0831d	run_metric (label_projection:f1_micro-logistic_regression_log_cpm-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:30:03.741	1m 50s	1m 9s	13.9%	198.9 MB	3 GB	1.6 GB	42.3 KB
145	23/066af4	1e964770-f4bb-450a-81c8-84ca267b27eb	run_method (label_projection:mlp_log_cpm-zebrafish_labels:openproblems)	COMPLETED	0	2022-05-14 19:59:04.448	32m 59s	28m 27s	1117.6%	1.9 GB	5 GB	795.8 MB	1.1 GB
574	bd/02c13e	5539982f-58ed-4cb9-b483-5b901adac6ab	run_method (multimodal_data_integration:harmonic_alignment_log_scran_pooling-citeseq_cbmc:openproblems-r-extras)	FAILED	137	2022-05-14 20:14:03.753	18m	17m 20s	-	-	-	-	-
647	9b/71728a	c4f0e814-9a99-49e2-90f8-ed82661445bd	run_method (label_projection:knn_classifier_log_cpm-pancreas_random:openproblems)	FAILED	137	2022-05-14 20:22:24.653	9m 49s	8m 19s	-	-	-	-	-
709	99/6169d7	ba742d48-bd2b-4e01-a683-8492790183af	run_method (label_projection:random_labels-pancreas_random:openproblems)	COMPLETED	0	2022-05-14 20:28:24.564	3m 49s	2m 6s	8.9%	3.6 GB	4.5 GB	3.5 GB	3.4 GB
595	2c/47e324	845b167f-50f7-4447-b024-c226dfb7820b	run_method (label_projection:mlp_log_cpm-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 20:14:44.790	17m 39s	16m 30s	-	-	-	-	-
655	b4/eb63bc	ecb9796e-89ba-4c28-baf3-f0d5288365e9	run_metric (label_projection:f1-logistic_regression_log_cpm-tabula_muris_senis_lung_random:openproblems)	FAILED	137	2022-05-14 20:23:34.010	8m 50s	8m 29s	-	-	-	-	-
658	ee/702f70	d8a75ba1-bcb6-4c91-b837-364516a42657	run_metric (label_projection:f1_micro-mlp_log_cpm-tabula_muris_senis_lung_random:openproblems)	FAILED	137	2022-05-14 20:23:55.182	8m 29s	8m 20s	-	-	-	-	-
485	e4/4a3dcb	38989fbe-7a07-4bc0-b08c-3ce756be36eb	run_method (label_projection:scanvi_all_genes-tabula_muris_senis_lung_random:openproblems-python-scvi)	FAILED	137	2022-05-14 20:09:25.177	23m 8s	22m 49s	-	-	-	-	-
583	7b/23c57d	b67d235e-0c89-4ceb-ac29-f947ff37a5f7	run_method (label_projection:mlp_scran-pancreas_batch:openproblems-r-base)	FAILED	137	2022-05-14 20:14:34.040	18m	17m 20s	-	-	-	-	-
718	79/213c97	268cff20-3fb7-4672-814a-7e9b28a00263	run_method (label_projection:random_labels-pancreas_random_label_noise:openproblems)	COMPLETED	0	2022-05-14 20:29:53.851	2m 40s	1m 22s	34.0%	3.7 GB	4.5 GB	3.5 GB	3.4 GB
723	5e/8372f5	6cb024e4-7755-4ad7-b58b-acef9bf8e7a3	run_metric (label_projection:accuracy-mlp_log_cpm-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:31:13.980	1m 29s	44.5s	15.6%	297 MB	2 GB	1.6 GB	42.4 KB
581	4c/aec44a	2e00cde8-233a-4796-904a-6ad4e3d545f2	run_method (label_projection:majority_vote-pancreas_batch:openproblems)	FAILED	137	2022-05-14 20:14:34.044	18m 30s	17m 50s	-	-	-	-	-
590	51/2a2cf0	56ef44df-fd6a-47d4-b7d3-1f2dfdb6c15d	run_method (label_projection:knn_classifier_log_cpm-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 20:14:44.510	18m 20s	17m 10s	-	-	-	-	-
659	3b/4d2376	4eb35520-8175-4cfe-b1de-0a346062e588	run_metric (label_projection:f1-mlp_log_cpm-tabula_muris_senis_lung_random:openproblems)	FAILED	137	2022-05-14 20:23:54.515	9m 39s	9m 30s	-	-	-	-	-
672	15/991cf7	aaf973bc-471a-478b-b4a0-4c5da813594f	run_method (label_projection:scarches_scanvi_hvg-pancreas_batch:openproblems-python-scvi)	FAILED	137	2022-05-14 20:24:34.310	9m 19s	9m 10s	-	-	-	-	-
627	3a/fb3c23	47b98d60-aee8-4d2f-8215-8b4191dc79f1	run_metric (dimensionality_reduction:density_preservation-neuralee_default-tenx_5k_pbmc:openproblems-python-extras)	FAILED	137	2022-05-14 20:18:04.088	16m	13m 19s	-	-	-	-	-
646	a1/5c15d6	630bfe65-c67d-4709-a830-47b055c8e9ac	run_method (label_projection:knn_classifier_scran-zebrafish_labels:openproblems-r-base)	COMPLETED	0	2022-05-14 20:22:23.932	11m 59s	10m 12s	100.4%	7.8 GB	8.8 GB	835 MB	1.5 GB
736	ea/758edb	6dca510b-6170-4249-92f0-5e955542cec2	run_metric (label_projection:f1-logistic_regression_log_cpm-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:32:23.899	2m	58s	16.2%	239.4 MB	3 GB	1.6 GB	42.3 KB
680	81/d05042	76c38d2a-ac9c-4960-a589-f04484dcbce6	run_method (label_projection:knn_classifier_scran-pancreas_random:openproblems-r-base)	FAILED	137	2022-05-14 20:25:33.898	9m	8m 49s	-	-	-	-	-
640	67/d41ba2	7ee71bfe-885c-46d9-aa99-774ccaf1e033	run_method (label_projection:logistic_regression_scran-zebrafish_labels:openproblems-r-base)	COMPLETED	0	2022-05-14 20:21:44.436	12m 59s	11m 44s	135.0%	7.9 GB	10.5 GB	835 MB	1.5 GB
183	8b/3788a6	56991566-a4dd-4217-9c6f-aa05b71f3172	run_method (label_projection:logistic_regression_log_cpm-cengen_random:openproblems)	COMPLETED	0	2022-05-14 19:59:34.502	35m 29s	30m 52s	1356.2%	1.9 GB	4.9 GB	758.4 MB	1 GB
731	86/d9f86f	1e85c5a8-c367-45fe-a5fe-7ec339724f25	run_method (label_projection:knn_classifier_log_cpm-pancreas_random:openproblems)	COMPLETED	0	2022-05-14 20:32:13.798	3m	1m 12s	107.2%	6.5 GB	7.4 GB	3.5 GB	4.6 GB
566	18/c083e7	9a79a277-708c-49b1-b89c-1d9161685dac	run_method (label_projection:majority_vote-pancreas_random:openproblems)	FAILED	137	2022-05-14 20:13:54.111	21m 40s	21m 30s	-	-	-	-	-
649	e6/cfa90d	27ef093b-6aab-4c42-bd9b-1dea4b5f512e	load_dataset (batch_integration_graph:immune_batch:openproblems)	FAILED	137	2022-05-14 20:22:33.942	13m	12m 10s	-	-	-	-	-
679	ab/630801	bc55448f-7444-4efe-8e06-3197b0748640	run_method (label_projection:mlp_scran-pancreas_random_label_noise:openproblems-r-base)	FAILED	137	2022-05-14 20:25:24.602	10m 49s	10m 39s	-	-	-	-	-
745	76/46e8be	b8a63333-1398-49fe-8b0d-0c70b94bed01	run_metric (label_projection:f1-mlp_log_cpm-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:33:33.832	2m 50s	30s	32.4%	246.7 MB	3 GB	1.6 GB	42.3 KB
629	34/0ff71d	e3e0380d-846b-49fc-91a5-91b63422f111	run_metric (dimensionality_reduction:qnn-neuralee_default-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:18:04.108	18m 29s	15m 2s	105.1%	1.2 GB	4 GB	183.6 MB	340.4 KB
632	fa/1c3023	e0a4b1af-a21f-4979-8b28-ed6ffb89a514	run_metric (dimensionality_reduction:continuity-neuralee_default-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:18:04.306	18m 29s	15m 3s	103.2%	1.2 GB	4 GB	183.6 MB	340.4 KB
623	69/25a2bc	849b01df-3b96-4143-bda4-9a859b6304e3	run_metric (dimensionality_reduction:qglobal-neuralee_default-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:18:03.787	18m 40s	17m 26s	102.9%	1.2 GB	4 GB	183.6 MB	340.4 KB
677	9c/e05caa	40357a26-22f9-4eb3-b5c4-28a280fca0b6	run_method (label_projection:logistic_regression_log_cpm-pancreas_random:openproblems)	FAILED	137	2022-05-14 20:25:14.487	11m 39s	11m 19s	-	-	-	-	-
582	22/845600	ab606a87-8948-46c6-ae1e-587e0821d7e6	run_method (label_projection:mlp_log_cpm-pancreas_batch:openproblems)	FAILED	137	2022-05-14 20:14:33.980	22m 40s	22m	-	-	-	-	-
612	75/2f0044	85899794-a5d4-42c1-9f57-9e5c51c3c775	run_method (multimodal_data_integration:mnn_log_scran_pooling-scicar_mouse_kidney:openproblems-r-extras)	FAILED	137	2022-05-14 20:15:33.845	21m 40s	15m 59s	-	-	-	-	-
704	10/5acfd1	9e079aa5-1491-41ca-9479-90f857d5ba79	run_method (label_projection:scanvi_all_genes-pancreas_random_label_noise:openproblems-python-scvi)	FAILED	137	2022-05-14 20:28:13.740	9m	8m 49s	-	-	-	-	-
577	8b/2bc905	3fd722b5-bd2c-4ee1-a513-0247a659691e	run_method (label_projection:knn_classifier_log_cpm-pancreas_batch:openproblems)	FAILED	137	2022-05-14 20:14:33.939	22m 50s	22m 10s	-	-	-	-	-
674	39/4fad0d	7ff8c7d9-9ec4-446b-a4b0-642f999750da	run_method (label_projection:scanvi_all_genes-pancreas_random:openproblems-python-scvi)	FAILED	137	2022-05-14 20:24:54.456	12m 30s	12m 10s	-	-	-	-	-
678	9f/c4774d	c09ad578-7ff2-4dbc-9d50-aeaf8c3cceab	run_method (label_projection:mlp_log_cpm-pancreas_random:openproblems)	FAILED	137	2022-05-14 20:25:24.423	12m	11m 50s	-	-	-	-	-
695	25/aff77c	4eda0fc7-b4c4-409f-9447-89b4252ae086	run_method (label_projection:scarches_scanvi_hvg-pancreas_random:openproblems-python-scvi)	FAILED	137	2022-05-14 20:27:13.889	10m 11s	9m 51s	-	-	-	-	-
737	7c/17c565	dd09b518-020b-4157-a562-2e7f20c0b6cb	run_metric (label_projection:f1_micro-mlp_log_cpm-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:32:24.085	5m	2m 33s	6.7%	243.8 MB	3 GB	1.6 GB	42.4 KB
698	82/10c5ef	fff9aabd-24fc-49a3-8e4e-064a4ca60657	run_metric (multimodal_data_integration:knn_auc-mnn_log_cpm-scicar_mouse_kidney:openproblems)	FAILED	137	2022-05-14 20:27:14.344	10m 19s	10m 9s	-	-	-	-	-
656	51/7b1427	857a40c7-8d2a-4f74-ac1f-675cc5e05420	run_metric (label_projection:accuracy-logistic_regression_log_cpm-tabula_muris_senis_lung_random:openproblems)	FAILED	137	2022-05-14 20:23:33.936	14m 10s	13m 20s	-	-	-	-	-
710	79/466ebe	2b341946-f479-4702-85ca-4c472acbb5f7	run_method (label_projection:logistic_regression_log_cpm-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 20:28:24.767	9m 39s	9m 30s	-	-	-	-	-
624	3a/856069	f9174c43-ed19-4fee-b27a-3f855da5f1f2	run_metric (dimensionality_reduction:qlocal-neuralee_default-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:18:03.879	20m 10s	18m	99.9%	1.2 GB	4 GB	183.6 MB	340.5 KB
671	bc/4d7c37	cac9c4b9-443d-40f6-9d88-b5460b57b845	run_method (label_projection:knn_classifier_scran-pancreas_batch:openproblems-r-base)	FAILED	137	2022-05-14 20:24:34.139	13m 41s	13m 31s	-	-	-	-	-
730	2f/3b9914	68977ea0-a1e1-4ed7-83f5-1199c92c8f2c	run_method (multimodal_data_integration:harmonic_alignment_log_scran_pooling-citeseq_cbmc:openproblems-r-extras)	COMPLETED	0	2022-05-14 20:32:04.036	6m 11s	5m 5s	359.5%	4.3 GB	7 GB	267.5 MB	377.6 MB
625	9c/82d5aa	7523c099-d852-495c-92c8-e4258ef6c0aa	run_metric (dimensionality_reduction:qnn_auc-neuralee_default-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:18:04.018	20m 19s	18m 6s	99.8%	1.2 GB	4 GB	183.6 MB	340.5 KB
747	0d/492e01	99d80fcc-fd94-45b0-a7af-491790f01f7d	run_metric (dimensionality_reduction:density_preservation-neuralee_default-tenx_5k_pbmc:openproblems-python-extras)	COMPLETED	0	2022-05-14 20:34:04.288	4m 19s	3m 7s	194.4%	2.3 GB	13.6 GB	207.1 MB	2 MB
755	01/264eee	31aa29ee-8832-4346-9cff-6643ca8ce82e	run_metric (label_projection:f1_micro-logistic_regression_log_cpm-cengen_random:openproblems)	COMPLETED	0	2022-05-14 20:35:03.684	3m 20s	1m 30s	13.1%	1.5 GB	4.1 GB	1.1 GB	42.3 KB
756	50/2fa3df	0e9ca448-dc19-4ffd-97c9-415153f15981	run_metric (label_projection:f1-logistic_regression_log_cpm-cengen_random:openproblems)	COMPLETED	0	2022-05-14 20:35:03.754	3m 20s	1m 31s	13.1%	1.4 GB	4 GB	1.1 GB	42.3 KB
757	94/fc0e37	4d8f91fa-efdf-4d10-b2d6-75f6b73646a1	run_metric (label_projection:accuracy-logistic_regression_log_cpm-cengen_random:openproblems)	COMPLETED	0	2022-05-14 20:35:03.801	3m 20s	1m 31s	13.9%	1.5 GB	4.1 GB	1.1 GB	42.3 KB
699	95/9d9b68	41e3a6ca-079c-4bfb-ae4a-7bfc7706a42b	run_method (label_projection:logistic_regression_log_cpm-pancreas_batch:openproblems)	FAILED	137	2022-05-14 20:27:33.712	11m 10s	11m	-	-	-	-	-
700	f6/9829ee	127d6d9d-7129-4301-9257-bd09e78f242c	run_method (label_projection:knn_classifier_scran-pancreas_random_label_noise:openproblems-r-base)	FAILED	137	2022-05-14 20:27:33.912	11m 10s	11m	-	-	-	-	-
761	99/0f4699	6e6fd8d2-3712-4195-ab4f-697e2ac065ed	run_method (label_projection:majority_vote-pancreas_random:openproblems)	COMPLETED	0	2022-05-14 20:35:33.853	3m 10s	43.3s	44.3%	3.7 GB	6.2 GB	3.5 GB	3.4 GB
673	00/4f4205	6fb53d71-0bb6-4b68-8d91-295265dd0a88	run_method (label_projection:logistic_regression_scran-pancreas_random_label_noise:openproblems-r-base)	FAILED	137	2022-05-14 20:24:34.499	14m 19s	14m 10s	-	-	-	-	-
707	b7/23dee6	9eb4aa67-8b3c-415b-b351-f137655af8e1	run_metric (label_projection:accuracy-random_labels-pancreas_batch:openproblems)	FAILED	137	2022-05-14 20:28:14.600	10m 59s	10m 49s	-	-	-	-	-
714	18/bf40b9	d644d808-9b9e-4cb5-9576-62972448b38e	run_method (label_projection:scarches_scanvi_all_genes-pancreas_random_label_noise:openproblems-python-scvi)	FAILED	137	2022-05-14 20:28:53.849	10m 20s	10m 10s	-	-	-	-	-
773	3f/6184e1	90a6c709-be0f-4721-8a21-56f93cd272ed	run_metric (label_projection:accuracy-logistic_regression_log_cpm-tabula_muris_senis_lung_random:openproblems)	COMPLETED	0	2022-05-14 20:37:43.944	1m 30s	23.8s	36.0%	238.2 MB	3 GB	1.6 GB	42.3 KB
631	35/c1bf62	27e154a7-b454-4bbf-a3d0-9f99a6f5dbde	run_metric (dimensionality_reduction:lcmc-neuralee_default-tenx_5k_pbmc:openproblems)	COMPLETED	0	2022-05-14 20:18:04.189	21m 19s	18m 26s	102.6%	1.2 GB	4 GB	183.6 MB	340.4 KB
713	c3/0b67f6	43be1a01-0f9c-485b-ad46-aa1abad96b34	run_metric (label_projection:accuracy-majority_vote-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 20:28:43.874	10m 40s	10m 20s	-	-	-	-	-
633	18/51a1d5	750ab449-da69-433e-a09f-a95228675c41	run_method (label_projection:mlp_scran-tabula_muris_senis_lung_random:openproblems-r-base)	FAILED	137	2022-05-14 20:18:04.250	21m 29s	19m	-	-	-	-	-
743	8f/f53241	4fddf33b-1bdb-4162-b926-7e8d2953b934	run_method (label_projection:majority_vote-pancreas_batch:openproblems)	COMPLETED	0	2022-05-14 20:33:03.795	6m 30s	2m	23.3%	3.6 GB	4.5 GB	3.5 GB	3.4 GB
601	60/901955	98a31f2d-a487-4b49-a64f-99d405dddc68	run_method (label_projection:scarches_scanvi_hvg-pancreas_random_label_noise:openproblems-python-scvi)	FAILED	137	2022-05-14 20:14:44.995	24m 59s	21m 50s	-	-	-	-	-
705	5e/8741cd	0ef4e3e8-ad34-4fba-84a8-aab45cc9b95d	run_metric (label_projection:f1_micro-random_labels-pancreas_batch:openproblems)	FAILED	137	2022-05-14 20:28:14.571	11m 29s	11m 19s	-	-	-	-	-
712	68/fa1390	ca1cf195-ca42-4c7e-a966-82f1c128fcc0	run_metric (label_projection:f1-majority_vote-pancreas_random_label_noise:openproblems)	FAILED	137	2022-05-14 20:28:43.966	11m	10m 50s	-	-	-	-	-
772	34/add0da	8877daad-fada-4248-8cc0-23d7e4b67846	run_metric (multimodal_data_integration:knn_auc-mnn_log_cpm-scicar_mouse_kidney:openproblems)	COMPLETED	0	2022-05-14 20:37:33.784	2m 10s	41.6s	514.9%	2.4 GB	7.3 GB	451.9 MB	71.7 KB
727	64/63172b	22dc0c5f-6f5b-4880-b05b-77371e1dab6c	run_metric (label_projection:f1_micro-mlp_log_cpm-zebrafish_labels:openproblems)	FAILED	137	2022-05-14 20:32:03.998	8m	7m 40s	-	-	-	-	-
706	50/c4f50e	cd813421-c5c6-4c6d-9bc8-28cc9ead9688	run_metric (label_projection:f1-random_labels-pancreas_batch:openproblems)	FAILED	137	2022-05-14 20:28:14.492	11m 59s	11m 40s	-	-	-	-	-
776	89/4d8705	4bb11311-0f1c-46b5-92d0-30399f4a0fb6	run_metric (multimodal_data_integration:mse-harmonic_alignment_log_scran_pooling-citeseq_cbmc:openproblems)	COMPLETED	0	2022-05-14 20:38:15.244	1m 58s	17.8s	46.5%	632.9 MB	3.1 GB	414.9 MB	42.3 KB
728	15/8936bd	df449dc7-7c1d-43be-8f78-64b747078bfb	run_metric (label_projection:f1-mlp_log_cpm-zebrafish_labels:openproblems)	FAILED	137	2022-05-14 20:32:03.935	8m 30s	8m 10s	-	-	-	-	-
