gene,alias
APOE,AD2
APOE,APO-E
APOE,ApoE4
APOE,LDLCQ5
APOE,LPG
APOE,APOE
APOH,B2G1
APOH,B2GP1
APOH,BG
APOH,APOH
APP,AAA
APP,ABETA
APP,ABPP
APP,AD1
APP,APPI
APP,CTFgamma
APP,CVAP
APP,PN-II
APP,PN2
APP,alpha-sAPP
APP,preA4
APP,APP
APRT,AMP
APRT,APRTD
APRT,APRT
KLK3,APS
KLK3,KLK2A1
KLK3,PSA
KLK3,hK3
KLK3,KLK3
FAS,ALPS1A
FAS,APO-1
FAS,APT1
FAS,CD95
FAS,FAS1
FAS,FASTM
FAS,TNFRSF6
FAS,FAS
FASLG,ALPS1B
FASLG,APT1LG1
FASLG,APTL
FASLG,CD178
FASLG,CD95-L
FASLG,CD95L
FASLG,FASL
FASLG,TNFSF6
FASLG,TNLG1A
FASLG,FASLG
SHROOM2,APXL
SHROOM2,HSAPXL
SHROOM2,SHROOM2
AQP1,AQP-CHIP
AQP1,CHIP28
AQP1,CO
AQP1,AQP1
AQP2,AQP-CD
AQP2,NDI2
AQP2,WCH-CD
AQP2,AQP2
AQP3,AQP-3
AQP3,GIL
AQP3,AQP3
AQP4,MIWC
AQP4,WCH4
AQP4,AQP4
AQP5,AQP-5
AQP5,PPKB
AQP5,AQP5
AQP6,AQP2L
AQP6,KID
AQP6,AQP6
AQP7,AQP7L
AQP7,AQPap
AQP7,GLYCQTL
AQP7,AQP7
AQP9,AQP-9
AQP9,HsT17287
AQP9,SSC1
AQP9,T17287
AQP9,AQP9
AR,AIS
AR,AR8
AR,DHTR
AR,HUMARA
AR,HYSP1
AR,KD
AR,NR3C4
AR,SBMA
AR,SMAX1
AR,TFM
AR,AR
ABCC6,ABC34
ABCC6,ARA
ABCC6,EST349056
ABCC6,GACI2
ABCC6,MLP1
ABCC6,MOAT-E
ABCC6,MOATE
ABCC6,MRP6
ABCC6,PXE
ABCC6,PXE1
ABCC6,URG7
ABCC6,ABCC6
ARAF,A-RAF
ARAF,ARAF1
ARAF,PKS2
ARAF,RAFA1
ARAF,ARAF
ARCN1,COPD
ARCN1,SRMMD
ARCN1,ARCN1
TRIM23,ARD1
TRIM23,ARFD1
TRIM23,RNF46
TRIM23,TRIM23
AREG,AR
AREG,AREGB
AREG,CRDGF
AREG,SDGF
AREG,AREG
ARF1,PVNH8
ARF1,ARF1
ARF3,ARF3
ARF4,ARF2
ARF4,ARF4
ARL4D,ARF4L
ARL4D,ARL4D
ARF4P1,ARF4P
ARF4P1,ARF4P1
ARF5,ARF5
ARF6,ARF6
ARG1,ARG1
ARG2,ARG2
RHOA,ARH12
RHOA,ARHA
RHOA,EDFAOB
RHOA,RHO12
RHOA,RHOH12
RHOA,RHOA
RHOB,ARH6
RHOB,ARHB
RHOB,MST081
RHOB,MSTP081
RHOB,RHOH6
RHOB,RHOB
RHOC,ARH9
RHOC,ARHC
RHOC,H9
RHOC,RHOH9
RHOC,RHOC
RND3,ARHE
RND3,Rho8
RND3,RhoE
RND3,memB
RND3,RND3
RHOG,ARHG
RHOG,RHOG
ARHGAP1,CDC42GAP
ARHGAP1,RHOGAP
ARHGAP1,RHOGAP1
ARHGAP1,p50rhoGAP
ARHGAP1,ARHGAP1
ARHGAP4,C1
ARHGAP4,RGC1
ARHGAP4,RhoGAP4
ARHGAP4,SrGAP4
ARHGAP4,p115
ARHGAP4,ARHGAP4
ARHGAP5,GFI2
ARHGAP5,RhoGAP5
ARHGAP5,p190-B
ARHGAP5,p190BRhoGAP
ARHGAP5,ARHGAP5
ARHGAP6,RHOGAP6
ARHGAP6,RHOGAPX-1
ARHGAP6,ARHGAP6
ARHGDIA,GDIA1
ARHGDIA,HEL-S-47e
ARHGDIA,NPHS8
ARHGDIA,RHOGDI
ARHGDIA,RHOGDI-1
ARHGDIA,ARHGDIA
ARHGDIB,D4
ARHGDIB,GDIA2
ARHGDIB,GDID4
ARHGDIB,LYGDI
ARHGDIB,Ly-GDI
ARHGDIB,RAP1GN1
ARHGDIB,RhoGDI2
ARHGDIB,ARHGDIB
ARHGDIG,RHOGDI-3
ARHGDIG,ARHGDIG
RHOH,ARHH
RHOH,TTF
RHOH,RHOH
ARL1,ARFL1
ARL1,ARL1
PHOX2A,ARIX
PHOX2A,CFEOM2
PHOX2A,FEOM2
PHOX2A,NCAM2
PHOX2A,PMX2A
PHOX2A,PHOX2A
ARL2,ARFL2
ARL2,MRCS1
ARL2,ARL2
ARL3,ARFL3
ARL3,JBTS35
ARL3,RP83
ARL3,ARL3
ARNT,HIF-1-beta
ARNT,HIF-1beta
ARNT,HIF1-beta
ARNT,HIF1B
ARNT,HIF1BETA
ARNT,TANGO
ARNT,bHLHe2
ARNT,ARNT
ARNTL,BMAL1
ARNTL,BMAL1c
ARNTL,JAP3
ARNTL,MOP3
ARNTL,PASD3
ARNTL,TIC
ARNTL,bHLHe5
ARNTL,ARNTL
ARR3,ARRX
ARR3,MYP26
ARR3,cArr
ARR3,ARR3
ARRB1,ARB1
ARRB1,ARR1
ARRB1,ARRB1
ARRB2,ARB2
ARRB2,ARR2
ARRB2,BARR2
ARRB2,ARRB2
ARSA,ASA
ARSA,MLD
ARSA,ARSA
ARSB,ASB
ARSB,G4S
ARSB,MPS6
ARSB,ARSB
STS,ARSC
STS,ARSC1
STS,ASC
STS,ES
STS,SSDD
STS,XLI
STS,STS
ARSC2,ARSC
ARSC2,ARSC2
ARSD,ASD
ARSD,ARSD
ARSL,ARSE
ARSL,ASE
ARSL,CDPX
ARSL,CDPX1
ARSL,CDPXR
ARSL,ARSL
ARSF,ASF
ARSF,ARSF
ART1,ART2
ART1,ARTC1
ART1,CD296
ART1,RT6
ART1,ART1
ART2P,ART1P
ART2P,RT6
ART2P,ART2P
ART3,ARTC3
ART3,ART3
ART4,ARTC4
ART4,CD297
ART4,DO
ART4,DO/ART4
ART4,DOK1
ART4,ART4
ARVCF,ARVCF
ARVD3,ARVD2
ARVD3,ARVD3
ARVD4,ARVD4
ASAH1,AC
ASAH1,ACDase
ASAH1,ASAH
ASAH1,PHP
ASAH1,PHP32
ASAH1,SMAPME
ASAH1,ASAH1
ASCL1,ASH1
ASCL1,HASH1
ASCL1,MASH1
ASCL1,bHLHa46
ASCL1,ASCL1
ASCL2,ASH2
ASCL2,HASH2
ASCL2,MASH2
ASCL2,bHLHa45
ASCL2,ASCL2
ASD1,ASD1
ASGR1,ASGPR
ASGR1,ASGPR1
ASGR1,CLEC4H1
ASGR1,HL-1
ASGR1,ASGR1
ASGR2,ASGP-R2
ASGR2,ASGPR2
ASGR2,CLEC4H2
ASGR2,HBXBP
ASGR2,HL-2
ASGR2,ASGR2
ASIP,AGSW
ASIP,AGTI
ASIP,AGTIL
ASIP,ASP
ASIP,SHEP9
ASIP,ASIP
ASL,ASAL
ASL,ASL
ASLP1,ASLL
ASLP1,ASLP1
ASMT,ASMTY
ASMT,HIOMT
ASMT,HIOMTY
ASMT,ASMT
GET3,ARSA-I
GET3,ARSA1
GET3,ASNA-I
GET3,ASNA1
GET3,TRC40
GET3,GET3
ASNS,ASNSD
ASNS,TS11
ASNS,ASNS
ASNSP2,ASNSL2
ASNSP2,ASNSP2
ASPA,ACY2
ASPA,ASP
ASPA,ASPA
ASPH,AAH
ASPH,BAH
ASPH,CASQ2BP1
ASPH,FDLAB
ASPH,HAAH
ASPH,JCTN
ASPH,junctin
ASPH,ASPH
ASS1,ASS
ASS1,CTLN1
ASS1,ASS1
ASS1P2,ASSP2
ASS1P2,ASS1P2
ASS1P4,ASSP4
ASS1P4,ASS1P4
ASS1P5,ASSP5
ASS1P5,ASS1P5
ASS1P6,ASSP6
ASS1P6,ASS1P6
ASS1P8,ASSP8
ASS1P8,ASS1P8
ASS1P9,ASSP9
ASS1P9,ASS1P9
ASS1P10,ASSP10
ASS1P10,ASS1P10
ASS1P14,ASSP14
ASS1P14,ASS1P14
ASTN1,ASTN
ASTN1,ASTN1
SERPINC1,AT3
SERPINC1,AT3D
SERPINC1,ATIII
SERPINC1,ATIII-R2
SERPINC1,ATIII-T1
SERPINC1,ATIII-T2
SERPINC1,THPH7
SERPINC1,SERPINC1
ZFHX3,ATBF1
ZFHX3,ATBT
ZFHX3,C16orf47
ZFHX3,ZFH-3
ZFHX3,ZNF927
ZFHX3,ZFHX3
ATD,ATD1
ATD,ATD
ATF1,EWS-ATF1
ATF1,FUS/ATF-1
ATF1,TREB36
ATF1,ATF1
ATF3,ATF3
ATF4,CREB-2
ATF4,CREB2
ATF4,TAXREB67
ATF4,TXREB
ATF4,ATF4
ATF4P1,ATF4P
ATF4P1,TAXREB67P
ATF4P1,TXREBP
ATF4P1,ATF4P1
ATHS,ALP
ATHS,ATHS
ATIC,AICAR
ATIC,AICARFT
ATIC,HEL-S-70p
ATIC,IMPCHASE
ATIC,PURH
ATIC,ATIC
ATM,AT1
ATM,ATA
ATM,ATC
ATM,ATD
ATM,ATDC
ATM,ATE
ATM,TEL1
ATM,TELO1
ATM,ATM
RERE,ARG
RERE,ARP
RERE,ATN1L
RERE,DNB1
RERE,NEDBEH
RERE,RERE
ATOH1,ATH1
ATOH1,HATH1
ATOH1,MATH-1
ATOH1,bHLHa14
ATOH1,ATOH1
ATOX1,ATX1
ATOX1,HAH1
ATOX1,ATOX1
ATP1A1,CMT2DD
ATP1A1,HOMGSMR2
ATP1A1,ATP1A1
ATP1A2,FHM2
ATP1A2,MHP2
ATP1A2,ATP1A2
ATP1A3,AHC2
ATP1A3,ATP1A1
ATP1A3,CAPOS
ATP1A3,DYT12
ATP1A3,RDP
ATP1A3,ATP1A3
ATP12A,ATP1AL1
ATP12A,H-K-ATPase
ATP12A,HK
ATP12A,ATP12A
ATP1A4,ATP1A1
ATP1A4,ATP1AL2
ATP1A4,ATP1A4
ATP1B1,ATP1B
ATP1B1,ATP1B1
ATP1B2,AMOG
ATP1B2,ATP1B2
ATP1B3,ATPB-3
ATP1B3,CD298
ATP1B3,ATP1B3
ATP1B3P1,ATP1B3P1
ATP1B1P1,ATP1BL1
ATP1B1P1,ATP1B1P1
FXYD2,ATP1G1
FXYD2,HOMG2
FXYD2,FXYD2
ATP2A1,ATP2A
ATP2A1,SERCA1
ATP2A1,ATP2A1
ATP2A2,ATP2B
ATP2A2,DAR
ATP2A2,DD
ATP2A2,SERCA2
ATP2A2,ATP2A2
ATP2A3,SERCA3
ATP2A3,ATP2A3
ATP2B1,PMCA1
ATP2B1,PMCA1kb
ATP2B1,ATP2B1
ATP2B2,PMCA2
ATP2B2,PMCA2a
ATP2B2,PMCA2i
ATP2B2,ATP2B2
ATP2B3,CFAP39
ATP2B3,CLA2
ATP2B3,OPCA
ATP2B3,PMCA3
ATP2B3,PMCA3a
ATP2B3,SCAX1
ATP2B3,ATP2B3
ATP2B4,ATP2B2
ATP2B4,MXRA1
ATP2B4,PMCA4
ATP2B4,PMCA4b
ATP2B4,PMCA4x
ATP2B4,ATP2B4
ATP4A,ATP6A
ATP4A,ATP4A
ATP4B,ATP6B
ATP4B,ATP4B
ATP5F1A,ATP5A
ATP5F1A,ATP5A1
ATP5F1A,ATP5AL2
ATP5F1A,ATPM
ATP5F1A,COXPD22
ATP5F1A,HEL-S-123m
ATP5F1A,MC5DN4
ATP5F1A,MOM2
ATP5F1A,OMR
ATP5F1A,ORM
ATP5F1A,hATP1
ATP5F1A,ATP5F1A
ALDH7A1,ATQ1
ALDH7A1,EPD
ALDH7A1,PDE
ALDH7A1,ALDH7A1
ATP5F1AP2,ATP5A1P2
ATP5F1AP2,ATP5AP2
ATP5F1AP2,ATP5F1AP2
ATP5F1B,ATP5B
ATP5F1B,ATPMB
ATP5F1B,ATPSB
ATP5F1B,HEL-S-271
ATP5F1B,ATP5F1B
ATP5F1BP1,ATP5BL1
ATP5F1BP1,ATP5BP1
ATP5F1BP1,ATPMBL1
ATP5F1BP1,ATPSBL1
ATP5F1BP1,ATP5F1BP1
ATP5F1C,ATP5C
ATP5F1C,ATP5C1
ATP5F1C,ATP5CL1
ATP5F1C,ATP5F1C
ATP5F1D,ATP5D
ATP5F1D,MC5DN5
ATP5F1D,ATP5F1D
ATP5F1E,ATP5E
ATP5F1E,ATPE
ATP5F1E,MC5DN3
ATP5F1E,ATP5F1E
ATP5PB,ATP5F1
ATP5PB,PIG47
ATP5PB,ATP5PB
ATP5MC1,ATP5A
ATP5MC1,ATP5G
ATP5MC1,ATP5G1
ATP5MC1,ATP5MC1
ATP5MC2,ATP5A
ATP5MC2,ATP5G2
ATP5MC2,ATP5MC2
ATP5MC3,ATP5G3
ATP5MC3,P3
ATP5MC3,ATP5MC3
ATP5MC2P1,ATP5G2P1
ATP5MC2P1,ATP5GP1
ATP5MC2P1,ATP5MC2P1
ATP5ME,ATP5I
ATP5ME,ATP5K
ATP5ME,ATP5ME
ATP5PF,ATP5
ATP5PF,ATP5A
ATP5PF,ATP5J
ATP5PF,ATPM
ATP5PF,CF6
ATP5PF,F6
ATP5PF,ATP5PF
ATP6V1A,ARCL2D
ATP6V1A,ATP6A1
ATP6V1A,ATP6V1A1
ATP6V1A,DEE93
ATP6V1A,HO68
ATP6V1A,IECEE3
ATP6V1A,VA68
ATP6V1A,VPP2
ATP6V1A,Vma1
ATP6V1A,ATP6V1A
ATP6V1B1,ATP6B1
ATP6V1B1,DRTA2
ATP6V1B1,RTA1B
ATP6V1B1,VATB
ATP6V1B1,VMA2
ATP6V1B1,VPP3
ATP6V1B1,ATP6V1B1
ATP6V1B2,ATP6B1B2
ATP6V1B2,ATP6B2
ATP6V1B2,DOOD
ATP6V1B2,HO57
ATP6V1B2,VATB
ATP6V1B2,VPP3
ATP6V1B2,Vma2
ATP6V1B2,ZLS2
ATP6V1B2,ATP6V1B2
ATP6V0C,ATP6C
ATP6V0C,ATP6L
ATP6V0C,ATPL
ATP6V0C,VATL
ATP6V0C,VPPC
ATP6V0C,Vma3
ATP6V0C,ATP6V0C
ATP6V1C1,ATP6C
ATP6V1C1,ATP6D
ATP6V1C1,VATC
ATP6V1C1,Vma5
ATP6V1C1,ATP6V1C1
ATP6V1E1,ARCL2C
ATP6V1E1,ATP6E
ATP6V1E1,ATP6E2
ATP6V1E1,ATP6V1E
ATP6V1E1,P31
ATP6V1E1,Vma4
ATP6V1E1,ATP6V1E1
ATP6V0B,ATP6F
ATP6V0B,HATPL
ATP6V0B,VMA16
ATP6V0B,ATP6V0B
ATP6V1G2,ATP6G
ATP6V1G2,ATP6G2
ATP6V1G2,NG38
ATP6V1G2,VMA10
ATP6V1G2,ATP6V1G2
ATP6V0A1,ATP6N1
ATP6V0A1,ATP6N1A
ATP6V0A1,Stv1
ATP6V0A1,VPP1
ATP6V0A1,Vph1
ATP6V0A1,a1
ATP6V0A1,ATP6V0A1
ATP6AP1,16A
ATP6AP1,ATP6IP1
ATP6AP1,ATP6S1
ATP6AP1,Ac45
ATP6AP1,CF2
ATP6AP1,VATPS1
ATP6AP1,XAP-3
ATP6AP1,XAP3
ATP6AP1,ATP6AP1
ATP7A,DSMAX
ATP7A,MK
ATP7A,MNK
ATP7A,SMAX3
ATP7A,ATP7A
ATP5PO,ATP5O
ATP5PO,ATPO
ATP5PO,HMC08D05
ATP5PO,OSCP
ATP5PO,ATP5PO
ATP7B,PWD
ATP7B,WC1
ATP7B,WD
ATP7B,WND
ATP7B,ATP7B
ALDH7A1P1,ATQL1
ALDH7A1P1,ALDH7A1P1
ALDH7A1P2,ATQL2
ALDH7A1P2,ALDH7A1P2
ALDH7A1P3,ATQL3
ALDH7A1P3,ALDH7A1P3
ALDH7A1P4,ATQL4
ALDH7A1P4,ALDH7A1P4
ATR,FCTCS
ATR,FRP1
ATR,MEC1
ATR,SCKL
ATR,SCKL1
ATR,ATR
ATRX,JMS
ATRX,MRX52
ATRX,RAD54
ATRX,RAD54L
ATRX,XH2
ATRX,XNP
ATRX,ZNF-HX
ATRX,ATRX
KIF1A,ATSV
KIF1A,C2orf20
KIF1A,HSN2C
KIF1A,MRD9
KIF1A,NESCAVS
KIF1A,SPG30
KIF1A,UNC104
KIF1A,KIF1A
AUH,AUH
AUP1,AUP1
AVP,ADH
AVP,ARVP
AVP,AVP-NPII
AVP,AVRP
AVP,VP
AVP,AVP
AVPR1A,AVPR V1a
AVPR1A,AVPR1
AVPR1A,V1aR
AVPR1A,AVPR1A
AVPR1B,AVPR3
AVPR1B,V1bR
AVPR1B,AVPR1B
AVPR2,ADHR
AVPR2,DI1
AVPR2,DIR
AVPR2,DIR3
AVPR2,NDI
AVPR2,NDI1
AVPR2,V2R
AVPR2,AVPR2
AXL,ARK
AXL,JTK11
AXL,Tyro7
AXL,UFO
AXL,AXL
AZF1,AZF
AZF1,AZFA
AZF1,SP3
AZF1,AZF1
AZGP1,ZA2G
AZGP1,ZAG
AZGP1,AZGP1
AZU1,AZAMP
AZU1,AZU
AZU1,CAP37
AZU1,HBP
AZU1,HUMAZUR
AZU1,"NAZC"
AZU1,hHBP
AZU1,AZU1
B2M,IMD43
B2M,B2M
B2MR,B2MR
BAAT,BACAT
BAAT,BACD1
BAAT,BAT
BAAT,HCHO
BAAT,BAAT
BACH1,BACH-1
BACH1,BTBD24
BACH1,BACH1
BAD,BBC2
BAD,BCL2L8
BAD,BAD
BAG1,BAG-1
BAG1,HAP
BAG1,RAP46
BAG1,BAG1
BAGE,BAGE1
BAGE,CT2.1
BAGE,BAGE
ADGRB1,BAI1
ADGRB1,GDAIF
ADGRB1,ADGRB1
ADGRB2,BAI2
ADGRB2,ADGRB2
ADGRB3,BAI3
ADGRB3,ADGRB3
BAK1,BAK
BAK1,BAK-LIKE
BAK1,BCL2L7
BAK1,CDN1
BAK1,BAK1
NKX3-2,BAPX1
NKX3-2,NKX3.2
NKX3-2,NKX3B
NKX3-2,SMMD
NKX3-2,NKX3-2
BARD1,BARD1
BAX,BCL2L4
BAX,BAX
BBS1,BBS2L2
BBS1,BBS1
BBS2,BBS
BBS2,RP74
BBS2,BBS2
BBS4,BBS4
BCAT1,BCATC
BCAT1,BCT1
BCAT1,ECA39
BCAT1,MECA39
BCAT1,PNAS121
BCAT1,PP18
BCAT1,BCAT1
BCAT2,BCAM
BCAT2,BCATM
BCAT2,BCT2
BCAT2,HVLI
BCAT2,PP18
BCAT2,BCAT2
BCHE,BCHED
BCHE,CHE1
BCHE,CHE2
BCHE,E1
BCHE,BCHE
BCKDHA,BCKDE1A
BCKDHA,MSU
BCKDHA,MSUD1
BCKDHA,OVD1A
BCKDHA,BCKDHA
BCKDHB,BCKDE1B
BCKDHB,BCKDH E1-beta
BCKDHB,E1B
BCKDHB,BCKDHB
CCND1,BCL1
CCND1,D11S287E
CCND1,PRAD1
CCND1,U21B31
CCND1,CCND1
BCL2,Bcl-2
BCL2,PPP1R50
BCL2,BCL2
BCL2A1,ACC-1
BCL2A1,ACC-2
BCL2A1,ACC1
BCL2A1,ACC2
BCL2A1,BCL2L5
BCL2A1,BFL1
BCL2A1,GRS
BCL2A1,HBPA1
BCL2A1,BCL2A1
BCL2L1,BCL-XL/S
BCL2L1,BCL2L
BCL2L1,BCLX
BCL2L1,Bcl-X
BCL2L1,PPP1R52
BCL2L1,BCL2L1
BCL2L2,BCL-W
BCL2L2,BCL2-L-2
BCL2L2,BCLW
BCL2L2,PPP1R51
BCL2L2,BCL2L2
BAK1P1,BAK2
BAK1P1,BCL2L7P1
BAK1P1,Bak-2
BAK1P1,BAK1P1
BAK1P2,BAK3
BAK1P2,BAK3P
BAK1P2,BCL2L7P2
BAK1P2,BAK1P2
BCL3,BCL4
BCL3,D19S37
BCL3,BCL3
BCL5,BCL5
BCL6,BCL5
BCL6,BCL6A
BCL6,LAZ3
BCL6,ZBTB27
BCL6,ZNF51
BCL6,BCL6
BCL7A,BCL7
BCL7A,SMARCJ1
BCL7A,BCL7A
NBEAP1,BCL8
NBEAP1,BCL8A
NBEAP1,NBEAP1
BCL9,LGS
BCL9,BCL9
TNFRSF17,BCM
TNFRSF17,BCMA
TNFRSF17,CD269
TNFRSF17,TNFRSF13A
TNFRSF17,TNFRSF17
HCN2,BCNG-2
HCN2,BCNG2
HCN2,EIG17
HCN2,FEB2
HCN2,GEFSP11
HCN2,HAC-1
HCN2,HCN2
OPN1SW,BCP
OPN1SW,BOP
OPN1SW,CBT
OPN1SW,OPN1SW
BCR,ALL
BCR,BCR1
BCR,CML
BCR,D22S11
BCR,D22S662
BCR,PHL
BCR,BCR
BCRP4,BCR-4
BCRP4,BCR4
BCRP4,BCRL4
BCRP4,BCRP4
BCS1L,BCS
BCS1L,BCS1
BCS1L,BJS
BCS1L,FLNMS
BCS1L,GRACILE
BCS1L,Hs.6719
BCS1L,MC3DN1
BCS1L,PTD
BCS1L,h-BCS
BCS1L,h-BCS1
BCS1L,BCS1L
BCYRN1,BC200
BCYRN1,BC200a
BCYRN1,LINC00004
BCYRN1,NCRNA00004
BCYRN1,BCYRN1
BCYRN1P1,BC200b
BCYRN1P1,BCYRN1P1
BCYRN1P2,BC200g
BCYRN1P2,BCYRN1P2
BDH1,BDH
BDH1,SDR9C1
BDH1,BDH1
BDKRB1,B1BKR
BDKRB1,B1R
BDKRB1,BKB1R
BDKRB1,BKR1
BDKRB1,BRADYB1
BDKRB1,BDKRB1
BDKRB2,B2R
BDKRB2,BK-2
BDKRB2,BK2
BDKRB2,BKR2
BDKRB2,BRB2
BDKRB2,BDKRB2
BDNF,ANON2
BDNF,BULN2
BDNF,BDNF
BEVI,BEVI
CFB,AHUS4
CFB,ARMD14
CFB,BF
CFB,BFD
CFB,CFAB
CFB,CFBD
CFB,FB
CFB,FBI12
CFB,GBG
CFB,H2-Bf
CFB,PBF2
CFB,CFB
BFSP1,CP115
BFSP1,CP94
BFSP1,CTRCT33
BFSP1,LIFL-H
BFSP1,BFSP1
BGLAP,BGP
BGLAP,OC
BGLAP,OCN
BGLAP,BGLAP
BGN,DSPG1
BGN,MRLS
BGN,PG-S1
BGN,PGI
BGN,SEMDX
BGN,SLRR1A
BGN,BGN
CEACAM1,BGP
CEACAM1,BGP1
CEACAM1,BGPI
CEACAM1,CEACAM1
BHMT,BHMT1
BHMT,HEL-S-61p
BHMT,BHMT
BICD1,BICD
BICD1,bic-D 1
BICD1,BICD1
BID,FP497
BID,BID
BIK,BIP1
BIK,BP4
BIK,NBK
BIK,BIK
PRDM1,BLIMP1
PRDM1,PRDI-BF1
PRDM1,PRDM1
BLK,MODY11
BLK,BLK
BLM,BS
BLM,MGRISCE1
BLM,RECQ2
BLM,RECQL2
BLM,RECQL3
BLM,BLM
BLMH,BH
BLMH,BMH
BLMH,BLMH
CXCR5,BLR1
CXCR5,CD185
CXCR5,MDR15
CXCR5,CXCR5
BLVRA,BLVR
BLVRA,BVR
BLVRA,BVRA
BLVRA,BLVRA
BLVRB,BVRB
BLVRB,FLR
BLVRB,HEL-S-10
BLVRB,SDR43U1
BLVRB,BLVRB
BNC1,BNC
BNC1,BSN1
BNC1,HsT19447
BNC1,POF16
BNC1,BNC1
BMI1,FLVI2/BMI1
BMI1,PCGF4
BMI1,RNF51
BMI1,flvi-2/bmi-1
BMI1,BMI1
BMP1,OI13
BMP1,PCOLC
BMP1,PCP
BMP1,PCP2
BMP1,TLD
BMP1,BMP1
BMP2,BDA2
BMP2,BMP2A
BMP2,SSFSC
BMP2,SSFSC1
BMP2,BMP2
BMP3,BMP-3A
BMP3,BMP3
BMP4,BMP2B
BMP4,BMP2B1
BMP4,MCOPS6
BMP4,OFC11
BMP4,ZYME
BMP4,BMP4
BMP5,BMP5
BMP6,VGR
BMP6,VGR1
BMP6,BMP6
BMP7,OP-1
BMP7,BMP7
BMP8B,BMP8
BMP8B,OP2
BMP8B,BMP8B
BMPR1A,10q23del
BMPR1A,ACVRLK3
BMPR1A,ALK3
BMPR1A,CD292
BMPR1A,SKR5
BMPR1A,BMPR1A
BMPR1B,ALK-6
BMPR1B,ALK6
BMPR1B,AMDD
BMPR1B,BDA1D
BMPR1B,BDA2
BMPR1B,CDw293
BMPR1B,BMPR1B
BMPR2,BMPR-II
BMPR2,BMPR3
BMPR2,BMR2
BMPR2,BRK-3
BMPR2,POVD1
BMPR2,PPH1
BMPR2,T-ALK
BMPR2,BMPR2
BMX,ETK
BMX,PSCTK2
BMX,PSCTK3
BMX,BMX
POLR3D,BN51T
POLR3D,C53
POLR3D,RPC4
POLR3D,RPC53
POLR3D,TSBN51
POLR3D,POLR3D
BNIP1,NIP1
BNIP1,SEC20
BNIP1,TRG-8
BNIP1,BNIP1
BNIP2,BNIP-2
BNIP2,NIP2
BNIP2,BNIP2
BNIP3,NIP3
BNIP3,BNIP3
BNIP3L,BNIP3a
BNIP3L,NIX
BNIP3L,BNIP3L
BOK,BCL2L9
BOK,BOKL
BOK,BOK
DST,BP240
DST,BPA
DST,BPAG1
DST,CATX-15
DST,CATX15
DST,D6S1101
DST,DMH
DST,DT
DST,EBSB2
DST,HSAN6
DST,MACF2
DST,DST
FOXL2,BPES
FOXL2,BPES1
FOXL2,PFRK
FOXL2,PINTO
FOXL2,POF3
FOXL2,FOXL2
BPGM,DPGM
BPGM,ECYT8
BPGM,BPGM
BPHL,BPH-RP
BPHL,MCNAA
BPHL,VACVASE
BPHL,BPHL
BPI,BPIFD1
BPI,rBPI
BPI,BPI
BRCA1,BRCAI
BRCA1,BRCC1
BRCA1,BROVCA1
BRCA1,FANCS
BRCA1,IRIS
BRCA1,PNCA4
BRCA1,PPP1R53
BRCA1,PSCP
BRCA1,RNF53
BRCA1,BRCA1
BRAF,B-RAF1
BRAF,B-raf
BRAF,BRAF1
BRAF,NS7
BRAF,RAFB1
BRAF,BRAF
BRCA2,BRCC2
BRCA2,BROVCA2
BRCA2,FACD
BRCA2,FAD
BRCA2,FAD1
BRCA2,FANCD
BRCA2,FANCD1
BRCA2,GLM3
BRCA2,PNCA2
BRCA2,XRCC11
BRCA2,BRCA2
BRDT,BRD6
BRDT,CT9
BRDT,SPGF21
BRDT,BRDT
ZFP36L1,BRF1
ZFP36L1,Berg36
ZFP36L1,ERF-1
ZFP36L1,ERF1
ZFP36L1,RNF162B
ZFP36L1,TIS11B
ZFP36L1,cMG1
ZFP36L1,ZFP36L1
ZFP36L2,BRF2
ZFP36L2,ERF-2
ZFP36L2,ERF2
ZFP36L2,RNF162C
ZFP36L2,TIS11D
ZFP36L2,ZFP36L2
BRS3,BB3
BRS3,BB3R
BRS3,BBR3
BRS3,BRS3
BSG,5F7
BSG,CD147
BSG,EMMPRIN
BSG,EMPRIN
BSG,HAb18G
BSG,OK
BSG,SLC7A11
BSG,TCSF
BSG,BSG
BST1,CD157
BST1,BST1
BST2,CD317
BST2,HM1.24
BST2,TETHERIN
BST2,BST2
BTC,BTC
BTD,BTD
KLF9,BTEB
KLF9,BTEB1
KLF9,KLF9
KLF5,BTEB2
KLF5,CKLF
KLF5,IKLF
KLF5,KLF5
BTF3,BETA-NAC
BTF3,BTF3a
BTF3,BTF3b
BTF3,"NACB"
BTF3,BTF3
BTF3P11,BRF3L1
BTF3P11,BTF3L1
BTF3P11,HUMBTFB
BTF3P11,OCIF
BTF3P11,OPG
BTF3P11,TNFRSF11B
BTF3P11,BTF3P11
BTF3P1,HUMBTFA
BTF3P1,BTF3P1
BTG1,APRO2
BTG1,BTG1
BTK,AGMX1
BTK,AT
BTK,ATK
BTK,BPK
BTK,IGHD3
BTK,IMD1
BTK,PSCTK1
BTK,XLA
BTK,BTK
BTN1A1,BT
BTN1A1,BTN
BTN1A1,BTN1
BTN1A1,BTN1A1
BUB1,BUB1A
BUB1,BUB1L
BUB1,hBUB1
BUB1,BUB1
BVR1,BVR1
BUB1B,BUB1beta
BUB1B,BUBR1
BUB1B,Bub1A
BUB1B,MAD3L
BUB1B,MVA1
BUB1B,SSK1
